site,lat,lon,detections,days_detected,mean_frp
22.32_82.65,22.323242,82.65477200000001,5,5,1.1019999999999999
22.32_82.66,22.3232868627451,82.65968232492997,357,226,1.6522689075630252
22.32_82.67,22.32426306122449,82.6719906122449,49,44,1.3404081632653062
22.32_82.68,22.324398074074075,82.67962518518519,135,120,1.3986666666666667
22.32_82.69,22.32420951219512,82.68604756097561,41,37,2.3982926829268294
22.32_82.73,22.31767285714286,82.73446857142856,7,7,1.0728571428571427
22.32_82.74,22.31798666666667,82.73682719298245,57,55,1.1985964912280702
22.32_84.77,22.3154153125,84.7676328125,32,32,0.695625
22.33_69.73,22.332805,69.73428000000001,4,4,1.715
22.33_69.74,22.331443636363637,69.73677136363636,22,18,2.3181818181818183
22.33_69.75,22.330440160000002,69.7495332,125,121,1.5529600000000001
22.33_69.85,22.33487,69.85265,1,1,4.02
22.33_69.87,22.33458261904762,69.86804,42,41,2.3728571428571428
22.33_82.52,22.32645,82.52143,4,4,0.9875
22.33_82.53,22.330624262820514,82.53264663461539,312,299,1.1706730769230769
22.33_82.54,22.330145529411766,82.54025188235293,170,126,2.0095882352941175
22.33_82.55,22.326339333333333,82.54809066666667,15,15,1.3840000000000001
22.33_82.56,22.32553,82.56149333333333,9,7,1.6944444444444444
22.33_82.57,22.32907916666667,82.57176625,24,24,1.3245833333333332
22.33_82.58,22.332905,82.575225,2,2,1.9250000000000003
22.33_82.59,22.325892195121952,82.59006097560976,41,33,2.5039024390243902
22.33_82.6,22.32996407327586,82.60301047413793,464,354,1.795581896551724
22.33_82.61,22.331395662650603,82.60624378313253,415,369,1.3240722891566266
22.33_82.62,22.333684918032784,82.61913327868852,61,56,1.298360655737705
22.33_82.63,22.33351,82.625485,2,2,1.135
22.33_82.65,22.330887330895795,82.65263031078611,547,328,2.1192870201096894
22.33_82.66,22.329701210191082,82.65885670912951,942,499,2.27723991507431
22.33_82.67,22.326694705882353,82.67315911764706,68,65,1.5636764705882353
22.33_82.68,22.326543975308642,82.68064419753087,405,290,1.5080493827160493
22.33_82.69,22.32681675531915,82.68616813829787,188,172,1.508031914893617
22.34_69.85,22.339215033557046,69.85405523489933,149,140,2.2902013422818794
22.34_69.86,22.339204429530202,69.85615362416108,149,140,2.305973154362416
22.34_69.87,22.336319289617485,69.86779448087431,183,176,2.288360655737705
22.34_69.88,22.343525,69.88039166666667,6,6,0.9883333333333333
22.34_82.54,22.335135,82.54022499999999,2,2,1.515
22.34_82.62,22.336843,82.6222653,100,75,1.4645
22.34_82.63,22.336934,82.6254,5,5,0.9560000000000001
22.34_82.64,22.34027,82.6447,2,2,0.95
22.34_82.65,22.336877627118646,82.6519213559322,118,106,1.7567796610169493
22.34_82.66,22.337122553956835,82.65857895683453,278,143,3.8644244604316547
22.34_82.67,22.33675583333333,82.66612166666667,12,11,2.361666666666667
22.35_82.29,22.353385365853658,82.29323983739837,123,96,3.417723577235772
22.35_82.3,22.353957948717948,82.29974128205129,78,68,3.4337179487179483
22.35_82.31,22.353993333333335,82.30589416666666,12,12,2.3133333333333335
22.36_73.11,22.364066363636365,73.1133534090909,44,38,2.192727272727273
22.36_73.12,22.36412115789474,73.11712284210526,95,92,2.029157894736842
22.36_82.29,22.355771458333333,82.293333125,48,45,3.0610416666666667
22.36_82.3,22.35858642984014,82.3024993428064,563,239,3.736181172291296
22.36_82.31,22.357570325203252,82.30587016260164,123,104,3.388048780487805
22.36_87.01,22.363263863636362,87.014335,44,43,2.089318181818182
22.36_87.02,22.362870900163667,87.0178614729951,1222,825,1.7758919803600655
22.36_87.29,22.358126424870466,87.2896917789292,579,513,1.2653367875647668
22.36_87.3,22.36377401844532,87.30080151515152,759,556,2.4614888010540183
22.36_87.31,22.36159,87.30563,1,1,1.35
22.37_73.11,22.36607048192771,73.11348855421686,83,74,2.326265060240964
22.37_73.12,22.365976698113208,73.11761820754717,106,99,2.3888679245283018
22.37_87.01,22.366738961038962,87.01431285714285,77,71,2.083116883116883
22.37_87.02,22.36670975174554,87.01767371605897,1289,915,1.7952521334367726
22.37_87.28,22.374441029411766,87.2797194117647,68,62,1.36
22.37_87.3,22.36741539325843,87.30030437541308,1513,724,2.4404626569729015
22.37_87.31,22.3666925,87.30508499999999,4,4,2.1675
22.38_87.27,22.37798,87.2743459375,32,32,2.066875
22.38_87.28,22.377865331790122,87.2798538888889,2592,1185,2.5375617283950618
22.38_87.29,22.379854367816094,87.28914034482759,87,83,1.0326436781609196
22.39_85.77,22.391420434782606,85.77096826086957,46,44,0.6369565217391304
22.39_87.28,22.3877175,87.284865,4,4,0.9475
22.39_87.29,22.387543636363635,87.28571727272727,11,11,1.0436363636363637
22.41_69.04,22.4143538,69.03912030000001,100,94,1.2501
22.42_69.04,22.41714182361734,69.03959321375187,669,464,1.7134379671150972
22.4_69.02,22.400985284552846,69.0192725203252,123,123,0.936260162601626
22.59_85.9,22.590953862815883,85.90392861612516,831,631,1.3375210589651023
22.59_85.91,22.590335373317014,85.90615458996328,817,611,1.3064749082007345
22.63_75.57,22.629150714285714,75.56878642857143,42,42,0.7528571428571429
22.63_86.18,22.631042716049382,86.17838259259258,81,78,0.6422222222222222
22.6_85.9,22.595256,85.904124,5,5,0.9039999999999999
22.6_85.91,22.59519,85.906195,2,2,0.37
22.76_77.66,22.761210000000002,77.65708666666667,3,3,4.753333333333334
22.78_86.13,22.777675,86.12534,4,4,0.6124999999999999
22.78_86.2,22.783663063063063,86.20298601351351,444,358,2.0898423423423425
22.78_86.21,22.783995731707318,86.20631,164,147,2.8960975609756097
22.79_70.92,22.7913015,70.917672,20,18,1.802
22.79_86.19,22.791425210084032,86.19400529411764,238,207,2.134075630252101
22.79_86.2,22.789101785840085,86.19988016555125,2839,1117,2.5448538217682284
22.79_86.21,22.78991361757106,86.20829150387596,1935,978,2.3336434108527135
22.81_86.08,22.811974594594595,86.08360702702703,74,70,1.336081081081081
22.81_86.09,22.809957230392158,86.08809365196079,408,355,1.3490196078431371
22.82_86.08,22.81620117647059,86.08447117647059,17,16,1.04
22.82_86.09,22.81708982142857,86.08682428571429,56,54,0.81875
22.85_86.05,22.854803333333336,86.05469999999998,3,3,0.7033333333333333
22.85_86.06,22.854732857142857,86.05649357142856,14,14,0.795
22.86_86.05,22.856926585365855,86.05468402439024,82,79,0.8725609756097561
22.86_86.06,22.857159044481055,86.05674052718287,607,543,0.9474464579901154
22.87_86.06,22.873353528591352,86.06239861924686,717,592,1.3437517433751744
22.87_86.07,22.87349181818182,86.0655240909091,22,20,1.4127272727272726
22.87_88.21,22.872515,88.21334875,8,8,0.635
22.88_86.06,22.875836124567474,86.06232429065743,289,258,1.2547058823529411
22.88_86.07,22.87581,86.06574499999999,8,8,1.24625
22.8_86.09,22.80026083294771,86.09020724201758,2161,1120,1.6795465062471078
22.8_86.19,22.7961,86.19425692307692,13,13,1.2915384615384615
22.8_86.2,22.797461067615657,86.20130263345196,843,584,3.6014709371293
22.8_86.21,22.797438787148597,86.20740136546185,1245,722,5.619429718875502
22.91_69.69,22.90707,69.69494,1,1,0.72
22.91_69.7,22.90827025236593,69.6997702208202,317,275,1.276403785488959
22.91_69.87,22.90683,69.87265,1,1,0.75
22.91_86.07,22.91142287671233,86.0726205479452,73,70,0.7146575342465754
22.91_86.08,22.911,86.07506,1,1,0.49
22.92_69.82,22.924754,69.82290933333334,15,15,0.8413333333333333
22.92_69.83,22.9247,69.82540999999999,6,6,0.7966666666666667
22.93_69.7,22.93207288990826,69.70035417431193,218,173,1.1928899082568807
22.93_69.82,22.926528215384618,69.82335098461537,325,316,0.8756923076923078
22.93_69.83,22.9262938028169,69.82555830985915,71,70,0.9219718309859154
22.94_69.69,22.9375855,69.694773,20,20,0.7065
22.94_69.7,22.937686575342465,69.69774453767124,584,468,1.1741780821917809
22.96_86.0,22.96297866071429,85.99801526785714,112,111,0.5060714285714286
22.97_72.55,22.968828,72.55321,5,5,2.63
22.97_72.56,22.968315,72.555665,2,2,0.74
22.97_86.0,22.965130000000002,85.997625,2,2,0.405
22.98_72.56,22.978118271604938,72.56393,81,70,1.054074074074074
22.98_72.57,22.97809298245614,72.56644824561404,114,96,1.3603508771929826
22.99_72.59,22.988246376811595,72.58793652173912,69,64,0.7328985507246377
22.9_69.7,22.90454,69.7002,1,1,1.49
23.01_70.1,23.013513273942095,70.10285579064589,449,400,1.0166369710467706
23.01_70.11,23.013933750000003,70.10534541666667,24,24,1.0283333333333333
23.02_70.1,23.01571014184397,70.10277957446809,141,135,0.9514893617021276
23.02_70.11,23.015638181818183,70.10537454545455,11,11,0.7472727272727273
23.03_86.16,23.030683333333332,86.16086666666666,3,3,0.4066666666666667
23.11_70.08,23.113664444444442,70.0844288888889,18,18,1.0827777777777776
23.11_70.09,23.113432738095238,70.08655345238095,84,81,0.8645238095238096
23.11_70.18,23.10682,70.18384,1,1,0.77
23.11_70.19,23.10593972972973,70.18817490990992,222,215,0.8920270270270271
23.12_70.08,23.11982095238095,70.08370035714286,84,64,2.494404761904762
23.12_70.09,23.120182133333333,70.0864876,75,67,1.9117333333333333
23.16_82.33,23.163458598726116,82.3335641401274,157,128,2.8960509554140126
23.16_82.34,23.163836063829788,82.33891306990881,658,354,3.101519756838906
23.16_82.35,23.16486,82.34531,1,1,4.4
23.17_70.22,23.170646875,70.2179440625,32,32,0.6359375
23.17_82.33,23.166961058201057,82.33379894179895,189,141,3.2393650793650792
23.17_82.34,23.167703274070025,82.34096489606127,3656,1236,2.8495842450765863
23.17_82.35,23.168748203592813,82.3455483233533,167,150,2.0368862275449104
23.18_82.34,23.176405,82.34242868421053,38,34,1.1486842105263158
23.18_82.35,23.176097499999997,82.3453325,4,4,1.4725000000000001
23.1_70.18,23.103949999999998,70.184275,2,2,0.8799999999999999
23.1_70.19,23.104157213114753,70.1880137704918,183,174,0.9525683060109289
23.25_70.25,23.25462558139535,70.25206744186048,43,43,1.1372093023255814
23.26_70.25,23.25999905882353,70.25149992647059,680,520,1.4397794117647058
23.26_70.26,23.26124191860465,70.26064877906977,172,162,1.1174418604651162
23.26_70.27,23.257345,70.26581,2,2,1.125
23.26_70.28,23.264433333333333,70.28192,3,3,0.6366666666666666
23.27_70.25,23.265372,70.250588,10,10,1.027
23.27_70.26,23.266530793650794,70.2586808994709,189,171,0.9864550264550265
23.27_70.28,23.267397272727273,70.28151727272727,77,72,0.7219480519480519
23.31_70.2,23.31359762886598,70.19974711340205,97,94,0.6918556701030928
23.31_70.48,23.306527755102042,70.47770612244898,49,48,1.1208163265306124
23.31_70.49,23.314307323232324,70.48708686868687,198,197,1.1185353535353535
23.32_70.2,23.315524999999997,70.19983,6,6,0.5416666666666666
23.32_70.21,23.32495,70.21381,1,1,0.96
23.32_70.48,23.31556777777778,70.48471,9,9,1.0477777777777777
23.32_70.49,23.315943118644068,70.48705762711865,295,287,1.1217288135593222
23.33_70.21,23.32775357142857,70.21363571428572,56,50,0.8457142857142858
23.33_70.22,23.32706909090909,70.21540909090909,11,11,0.7772727272727273
23.36_83.22,23.361956231884058,83.22154072463769,138,115,1.2647826086956522
23.36_83.23,23.361217826086953,83.22589260869564,69,66,1.1439130434782607
23.37_83.22,23.36515,83.21879,1,1,1.55
23.3_70.48,23.304229210526316,70.47718671052633,76,72,1.015657894736842
23.41_72.36,23.41435,72.35655,1,1,0.45
23.41_72.41,23.407776153846154,72.4144523076923,13,12,0.7369230769230769
23.41_72.42,23.40815606741573,72.41710640449439,89,76,0.8502247191011236
23.42_72.35,23.41615,72.35264,1,1,0.45
23.42_72.36,23.41594,72.35709,1,1,0.83
23.43_68.71,23.429919909420292,68.71240163043478,552,474,1.2472282608695653
23.43_68.72,23.430271428571427,68.71525428571428,7,7,0.86
23.43_86.9,23.430922631578948,86.9010252631579,19,18,0.9147368421052631
23.48_87.35,23.482341076923074,87.35427107692307,65,63,0.9513846153846153
23.48_87.36,23.482648522388057,87.36008995522388,670,487,1.4437462686567164
23.48_87.37,23.484001578947368,87.36591842105263,19,19,1.5031578947368422
23.49_68.58,23.49462,68.57936,1,1,0.87
23.49_87.35,23.4853,87.35445,1,1,1.3
23.49_87.36,23.48592516129032,87.3632564516129,31,30,1.3429032258064517
23.49_87.37,23.486999746835444,87.36778670886076,79,73,1.3260759493670886
23.51_87.27,23.51448135135135,87.27275594594595,37,37,1.0591891891891891
23.51_87.28,23.510189244851258,87.27882167048055,437,347,1.0853775743707095
23.52_87.27,23.516516139240508,87.27246765822785,158,148,0.8783544303797468
23.52_87.28,23.515605714285716,87.2760557142857,7,7,0.9057142857142857
23.53_85.7,23.52918851851852,85.6989725925926,54,53,0.5192592592592592
23.55_86.54,23.548340300751878,86.54399409774436,266,254,1.125451127819549
23.55_86.55,23.54814905109489,86.5461051459854,274,267,1.0265328467153283
23.55_87.24,23.553441945525293,87.24063031128405,257,240,2.2152918287937746
23.55_87.25,23.548941565656563,87.2468592929293,198,191,1.583888888888889
23.56_87.08,23.561879184549355,87.08326025751073,466,365,1.55931330472103
23.56_87.09,23.563296688172045,87.0886111827957,465,404,1.1371612903225805
23.56_87.23,23.56046977924945,87.23101267108167,453,367,1.600728476821192
23.56_87.24,23.55894311509304,87.2397927980703,2902,1205,3.2146519641626465
23.56_87.25,23.5586625,87.246755,16,16,1.586875
23.57_87.08,23.56561,87.08309,1,1,1.1
23.57_87.09,23.565648759124088,87.08978569343066,137,129,0.9065693430656935
23.5_68.58,23.49750510204082,68.57805744897959,98,81,1.397142857142857
23.61_86.78,23.613384,86.784698,5,5,1.392
23.61_86.79,23.6135816496945,86.78936133401223,982,727,1.559521384928717
23.61_86.86,23.614415,86.86127827586206,58,58,0.7736206896551724
23.61_87.14,23.611547592592594,87.14426981481482,108,103,1.1381481481481481
23.61_87.15,23.609660550724637,87.14838057971014,690,520,1.2163768115942029
23.62_85.64,23.623621333333332,85.64208973333334,75,73,0.5594666666666667
23.62_85.65,23.62358857142857,85.65395428571428,7,7,0.4571428571428572
23.62_85.66,23.623875,85.655655,4,4,0.435
23.62_86.78,23.61691,86.78458,1,1,4.69
23.62_86.79,23.615996567656765,86.78989283828383,606,491,1.5093399339933993
23.62_86.86,23.617045925925925,86.86138007407408,135,121,0.7625185185185185
23.63_85.63,23.631517125,85.63114075,80,76,0.631875
23.63_85.64,23.625346363636364,85.64218454545454,11,11,0.5263636363636364
23.63_86.29,23.630194071428573,86.29186426190476,420,336,1.657595238095238
23.63_86.3,23.632417770270273,86.29709351351352,296,270,1.1414864864864864
23.64_85.4,23.64129666666667,85.39764483333333,60,59,0.5608333333333333
23.64_85.44,23.6444125,85.439815,4,4,1.1600000000000001
23.64_86.3,23.635660555555557,86.29998333333333,18,18,0.9022222222222221
23.65_85.44,23.648065770609318,85.43887899641578,279,183,1.4352329749103943
23.65_85.5,23.65498,85.50456,1,1,0.6
23.65_85.51,23.654744137931033,85.50767103448275,29,29,1.0310344827586206
23.65_85.57,23.6494925,85.56834321428572,28,28,0.7385714285714285
23.66_84.99,23.66455,84.99491,1,1,1.09
23.66_85.0,23.66374070175439,84.99906228070175,285,251,1.165017543859649
23.66_85.5,23.657662564102562,85.50444769230769,39,36,0.9830769230769232
23.66_85.51,23.656908585131895,85.5071852997602,417,362,0.9496402877697842
23.66_85.55,23.66294075471698,85.55223009433962,106,104,0.5459433962264151
23.66_86.44,23.659662978723404,86.44403829787234,94,91,1.0297872340425531
23.66_86.45,23.659477096774193,86.44595016129033,62,61,0.95
23.66_86.91,23.6628186,86.9119259,100,96,0.9077
23.66_86.92,23.664102528089888,86.9191884269663,356,323,1.4333426966292135
23.66_87.21,23.662803333333333,87.20712333333334,3,3,0.6366666666666667
23.67_84.99,23.669701106941837,84.99131328330206,533,434,1.2815196998123826
23.67_85.0,23.66794717721519,84.9971518101266,790,589,1.3333417721518985
23.67_86.08,23.674452962962963,86.08443148148147,54,54,1.6451851851851853
23.67_86.09,23.669839818365286,86.09062517658931,991,741,1.4364076690211907
23.67_86.1,23.67391681818182,86.10371227272728,22,22,1.3859090909090908
23.67_86.11,23.672720829268293,86.11095824390243,205,177,1.3108780487804879
23.67_86.12,23.671223333333334,86.11669458333334,48,44,1.4777083333333334
23.67_86.39,23.67394,86.39412333333333,9,9,1.528888888888889
23.67_86.4,23.674055185185185,86.4003336026936,297,242,1.7955218855218855
23.67_86.41,23.673332,86.407178,5,5,3.718
23.67_86.42,23.669236055776892,86.41998410358566,251,155,1.539760956175299
23.67_86.91,23.66667,86.91453,3,3,1.7666666666666666
23.67_86.92,23.66696554263566,86.92014939922481,1032,667,1.9928585271317831
23.67_86.93,23.67108189189189,86.93410351351352,37,37,1.2886486486486486
23.67_86.94,23.67140392156863,86.9365043137255,102,93,1.410686274509804
23.68_86.07,23.67798388888889,86.07034777777778,36,36,0.7691666666666667
23.68_86.08,23.67988374422188,86.08360141756548,1298,837,2.09037750385208
23.68_86.09,23.67987009054326,86.08997064050973,2982,1136,2.5808283031522468
23.68_86.1,23.68061062037037,86.0973825925926,1080,709,2.736435185185185
23.68_86.11,23.676930727272726,86.10648681818182,110,96,1.4985454545454546
23.68_86.38,23.68434,86.38499,1,1,1.08
23.68_86.39,23.682460573613767,86.39221418738049,2615,1170,2.835866156787763
23.68_86.4,23.67899451072125,86.398509208577,2565,1090,2.4800974658869395
23.68_86.41,23.67651076923077,86.40538769230768,13,13,2.1753846153846155
23.68_87.12,23.684661944444443,87.12184861111112,36,35,1.2472222222222222
23.68_87.13,23.68469,87.125545,2,2,0.7
23.69_68.83,23.690032608695653,68.83255434782609,23,22,0.6347826086956522
23.69_85.29,23.694694210526315,85.29042,19,19,1.2378947368421052
23.69_86.08,23.69157204819277,86.08026614457832,83,76,1.9354216867469882
23.69_86.09,23.685813166666666,86.09033983333333,60,59,1.544
23.69_86.1,23.685666666666666,86.09606333333333,3,3,2.3733333333333335
23.69_86.39,23.68773332230908,86.3905185748647,3326,1212,2.880583283223091
23.69_86.4,23.68590856,86.39574224,125,122,2.7392
23.69_87.09,23.69102666666667,87.09484666666667,3,3,2.28
23.69_87.1,23.690459102478233,87.0996518151373,1493,950,1.7781580709979905
23.69_87.11,23.693166433512683,87.10989959262106,1301,728,1.6667409684857801
23.69_87.12,23.69109482731347,87.12093585025048,3793,1184,1.8759583443184815
23.69_87.13,23.69271074766355,87.12541308411215,107,101,1.4305607476635513
23.6_87.15,23.604148474576274,87.15214468926553,177,165,1.1296610169491526
23.71_85.28,23.71123215277778,85.28322701388889,144,132,1.0253472222222222
23.71_85.29,23.710766363636363,85.28625681818181,22,22,1.0295454545454545
23.71_85.3,23.709115714285712,85.29593571428572,7,7,0.4785714285714286
23.71_85.4,23.70902703125,85.403499296875,128,121,0.6325
23.71_85.41,23.708861538461537,85.40541999999999,13,13,0.5315384615384615
23.71_85.43,23.708933333333334,85.42687333333333,3,3,0.52
23.71_86.07,23.70636,86.07260032520325,123,104,2.2670731707317073
23.71_86.08,23.707143548387098,86.07619064516129,31,31,1.7029032258064516
23.71_86.44,23.714600181818184,86.44319472727273,55,54,1.3909090909090909
23.71_86.45,23.712423811659193,86.4502830941704,223,121,2.4160089686098654
23.72_85.0,23.724114444444446,85.00449222222223,9,9,1.1122222222222222
23.72_85.01,23.72060114384749,85.00855197573657,577,501,0.9610398613518197
23.72_85.02,23.72495,85.02406,1,1,1.55
23.72_85.29,23.71542,85.28557,1,1,0.49
23.72_85.52,23.72343946236559,85.52400247311827,93,91,0.6619354838709678
23.72_85.53,23.722976578947367,85.52564868421052,38,37,0.6105263157894737
23.72_86.44,23.719891668032787,86.44152456557377,2440,1021,2.1555245901639344
23.72_86.45,23.719641890372454,86.4479539775123,1423,821,2.294834855938159
23.73_85.0,23.728377000000002,85.00422413043478,230,209,1.6584347826086956
23.73_85.01,23.728617794117646,85.00705295588234,680,454,1.987485294117647
23.73_85.02,23.73110206812652,85.0219202189781,411,301,1.7480048661800485
23.73_85.03,23.72886265060241,85.02614096385543,83,67,1.9933734939759036
23.73_85.52,23.7254025,85.52425500000001,4,4,0.545
23.73_85.53,23.725418,85.52573,5,5,0.44000000000000006
23.73_86.42,23.733790593220338,86.4229529661017,118,115,1.1503389830508475
23.73_86.43,23.7342568627451,86.43196323529412,102,89,2.5116666666666667
23.73_86.44,23.727887550471063,86.43996012113055,743,549,2.0796231493943473
23.73_86.45,23.72843626984127,86.44776714285713,126,109,1.5700793650793652
23.73_86.75,23.731521666666666,86.75439833333333,12,12,1.4966666666666668
23.73_86.76,23.731259831460672,86.75700393258427,178,161,1.4708426966292134
23.74_85.0,23.738887222222225,85.00461388888888,18,18,1.9127777777777777
23.74_85.01,23.73838038532962,85.01056266945217,2154,971,2.2224791086350977
23.74_85.02,23.73715076923077,85.01823380341881,234,199,1.8855555555555557
23.74_85.5,23.743717662337662,85.50425090909091,154,154,1.2114935064935064
23.74_85.51,23.743939821428572,85.50653038690477,336,328,1.115982142857143
23.74_86.42,23.741142566666667,86.42318313333334,300,251,1.4037
23.74_86.43,23.737487803030305,86.43189831439393,528,357,2.5679166666666666
23.74_86.44,23.737015636363637,86.4359809090909,110,99,2.2064545454545454
23.75_85.5,23.745860999999998,85.50440437500001,80,79,1.004875
23.75_85.51,23.746092713178296,85.5072157364341,387,356,1.0413695090439277
23.75_85.85,23.75295432989691,85.85399958762888,97,91,1.9454639175257733
23.75_85.86,23.75239484330484,85.857718005698,351,272,2.4335612535612534
23.75_85.87,23.75249,85.86562,1,1,1.08
23.75_86.4,23.754051069958848,86.39981390946502,243,220,1.605432098765432
23.75_86.41,23.75211784946237,86.41346655913978,93,89,1.9308602150537633
23.75_86.42,23.7501012345679,86.41906302910053,2268,1021,1.9441931216931219
23.75_86.43,23.746310625,86.425756875,32,32,1.5040625
23.76_85.85,23.7577603714565,85.85324110459433,1023,732,2.2676832844574784
23.76_85.86,23.75843171257485,85.85741920958084,835,595,2.197676646706587
23.76_86.03,23.76435909090909,86.03446181818182,11,11,1.4954545454545454
23.76_86.04,23.7643,86.03668642857143,42,39,1.437857142857143
23.76_86.37,23.764571,86.37379200000001,20,20,1.673
23.76_86.38,23.764290256410256,86.3801632051282,78,67,1.5383333333333333
23.76_86.39,23.762797523727354,86.39273471958585,1159,808,2.4924849007765313
23.76_86.4,23.759605620604052,86.40051726106744,4834,1206,2.9496917666528755
23.76_86.41,23.758936596385542,86.40572689759036,332,290,2.532951807228916
23.76_86.42,23.759292849740934,86.41738295336788,193,177,1.2461658031088083
23.77_86.01,23.76821157894737,86.01205736842105,19,19,0.6836842105263158
23.77_86.03,23.766732597402598,86.03390298701298,77,74,1.225844155844156
23.77_86.04,23.76658945652174,86.0366152173913,92,83,1.5285869565217391
23.77_86.19,23.773999444444442,86.192995,18,18,1.345
23.77_86.2,23.772352048192772,86.20110354082999,1494,850,1.8629183400267737
23.77_86.21,23.773386496763752,86.20852516181229,1236,758,2.254724919093851
23.77_86.22,23.77274,86.21561,1,1,3.23
23.77_86.36,23.77378955,86.36319284999999,400,331,2.3609999999999998
23.77_86.37,23.769757178988325,86.37044365758756,514,370,2.093696498054475
23.77_86.38,23.769779856801907,86.38121169451075,419,330,1.9969928400954655
23.77_86.39,23.76973929329609,86.3903388547486,3580,1075,2.3465698324022344
23.77_86.4,23.767461023622047,86.39964657838225,1397,740,2.256456692913386
23.77_86.41,23.767295224719103,86.4063106741573,178,135,2.5469662921348317
23.78_86.19,23.776042307692308,86.19016557692308,52,49,1.410576923076923
23.78_86.2,23.778590795107032,86.20341088685015,327,263,2.5495107033639144
23.78_86.21,23.779637666108318,86.20854772194305,3582,1115,3.199366275823562
23.78_86.22,23.77736,86.21551666666666,6,6,0.9533333333333333
23.78_86.3,23.78467,86.3034425,4,4,1.9849999999999999
23.78_86.31,23.784665,86.30672249999999,12,12,1.4075
23.78_86.33,23.784140271493214,86.33317619909502,221,201,1.887058823529412
23.78_86.34,23.781022728146013,86.34215397694524,1041,669,1.9749471661863593
23.78_86.35,23.780734947216892,86.34708031190019,2084,1101,2.365043186180422
23.78_86.36,23.77631399577167,86.36315133192389,473,393,2.135200845665962
23.78_86.37,23.780068148148146,86.37168950869237,1323,758,1.9227513227513229
23.78_86.38,23.778329067796612,86.38029851694915,236,216,1.9877542372881356
23.78_86.39,23.779303666724644,86.39084236736824,5749,1305,3.0056061923812836
23.78_86.4,23.77999852130326,86.39621928989139,1197,755,2.4662740183792815
23.79_85.56,23.7941875,85.559565,4,3,0.9750000000000001
23.79_86.21,23.785567179487177,86.20838615384615,39,34,1.8887179487179486
23.79_86.23,23.79395487394958,86.23357235294117,238,233,1.1778571428571427
23.79_86.24,23.793965770925112,86.2363434801762,227,223,1.2715859030837002
23.79_86.3,23.786836714285712,86.30395478571428,140,133,1.4920714285714285
23.79_86.31,23.786950901287554,86.3069113304721,233,218,1.6328755364806866
23.79_86.32,23.788394897959186,86.31623734693878,49,48,1.692448979591837
23.79_86.33,23.787160528511823,86.33283877607788,719,499,2.4505980528511824
23.79_86.34,23.78670668831169,86.33597922077922,154,142,2.46
23.79_86.35,23.79276167143441,86.35192163874132,2447,1114,2.7974254188802616
23.79_86.36,23.7925886122449,86.35554097959184,245,214,2.485959183673469
23.79_86.37,23.788417714285714,86.37153314285713,280,257,1.2519285714285715
23.79_86.39,23.78521,86.3929175,8,7,1.4325
23.79_87.07,23.7938555,87.0739035,20,20,2.621
23.79_87.08,23.791669615384613,87.07702884615385,26,26,2.0357692307692306
23.7_85.0,23.695856666666668,84.99689,3,2,0.3466666666666667
23.7_85.27,23.700120363636366,85.27402618181817,110,103,1.1467272727272728
23.7_85.28,23.69879879245283,85.27745649056604,265,231,1.0789433962264152
23.7_85.29,23.697044581280785,85.29079394088669,203,163,1.1944827586206896
23.7_86.07,23.701915969387755,86.07312257653061,392,309,2.443316326530612
23.7_86.08,23.698248333333336,86.07754737442923,438,318,2.490045662100457
23.7_87.1,23.695964700854702,87.10406162393161,117,112,1.6986324786324787
23.7_87.11,23.695834214285714,87.10799914285714,280,237,1.6401428571428571
23.7_87.12,23.695705514285713,87.11999334285714,350,276,1.5851142857142857
23.7_87.13,23.695312,87.12531,5,5,1.2040000000000002
23.81_84.84,23.80782531120332,84.84317485477177,241,189,1.3404979253112033
23.81_84.85,23.808584970178927,84.84699777335983,503,395,1.3867395626242545
23.81_85.53,23.810374799999998,85.5325268,50,45,0.6728000000000001
23.81_85.54,23.8051,85.53868,1,1,1.02
23.81_85.86,23.80702741935484,85.86230548387097,31,29,0.8945161290322581
23.81_86.31,23.8077479245283,86.31429836477987,159,150,2.092138364779874
23.81_86.32,23.80779507858546,86.31790418467584,1018,706,2.5666502946954814
23.81_86.33,23.80610409321175,86.32952549138804,987,699,2.7357142857142858
23.81_87.02,23.81223,87.02445,1,1,3.85
23.81_87.03,23.809151896551725,87.03192793103447,58,48,1.3827586206896552
23.81_87.04,23.806322799999997,87.0391554,50,49,1.4969999999999999
23.81_87.05,23.80525,87.046635,2,2,2.1100000000000003
23.82_84.84,23.816053750000002,84.8441525,8,8,1.4837500000000001
23.82_84.85,23.816127499999997,84.84690041666667,48,41,1.7456250000000002
23.82_84.93,23.82433976190476,84.93100761904762,42,39,1.9845238095238094
23.82_85.46,23.824009347826088,85.46328434782609,46,45,0.5567391304347826
23.82_85.47,23.824155714285716,85.46525285714286,7,7,0.5185714285714286
23.82_85.49,23.821643917525773,85.49422371134021,97,92,1.434742268041237
23.82_85.5,23.822858621621624,85.49847018918918,1110,792,1.6591891891891892
23.82_86.97,23.81588,86.96983,1,1,0.42
23.83_84.92,23.832272352941178,84.92215176470589,17,14,1.5623529411764705
23.83_84.93,23.828007684210526,84.93232247368421,190,103,2.272684210526316
23.83_84.94,23.82863888888889,84.93596222222222,27,27,1.5203703703703704
23.83_85.46,23.825635555555557,85.46370777777777,18,18,0.5294444444444445
