site,lat,lon,detections,days_detected,mean_frp
15.92_77.36,15.915962892561984,77.36285487603305,121,117,0.8965289256198348
15.96_80.94,15.962863636363636,80.93847696969696,66,63,0.6315151515151515
15.97_80.94,15.965605,80.93906000000001,2,2,0.7649999999999999
16.36_81.28,16.360975,81.28329666666667,6,5,0.6549999999999999
16.36_81.29,16.36155,81.28519,1,1,0.21
16.69_79.65,16.69473857142857,79.6489142857143,7,7,1.002857142857143
16.71_79.82,16.714368,79.818065,10,10,1.208
16.72_79.82,16.715545714285714,79.81812000000001,7,7,0.8157142857142857
16.7_79.65,16.69620837209302,79.64911837209301,43,43,1.013953488372093
16.81_79.91,16.8102,79.91486,1,1,1.17
16.83_80.04,16.831826666666668,80.03688416666667,12,11,0.9083333333333333
16.87_80.02,16.871642119205298,80.02192907284768,302,285,1.0903311258278146
16.87_80.03,16.87128,80.02516,1,1,1.44
16.87_80.12,16.874814999999998,80.11975,2,2,1.0699999999999998
16.88_80.12,16.876221875,80.12025,16,16,1.01875
16.88_81.96,16.88399,81.95864,3,3,0.7799999999999999
17.06_76.98,17.0628888,76.9788742117647,425,374,1.511435294117647
17.07_76.98,17.06546659574468,76.9784474468085,47,47,1.5948936170212764
17.14_77.17,17.139762352941176,77.17456882352941,17,17,1.1817647058823528
17.14_77.18,17.14071453125,77.1819437890625,256,222,1.0451953125
17.14_77.19,17.14047552631579,77.185375,38,38,0.856842105263158
17.14_78.22,17.144446810344828,78.22320456896551,116,113,0.9555172413793104
17.14_78.23,17.144249166666665,78.22542083333333,24,24,0.9075000000000001
17.15_78.22,17.14642023391813,78.22318771929825,342,312,0.9282456140350877
17.15_78.23,17.14648268656716,78.22548194029851,67,67,0.7911940298507463
17.22_79.02,17.219893846153845,79.02366692307692,13,13,0.6276923076923077
17.22_79.03,17.219955,79.025465,4,4,0.555
17.46_80.65,17.462886666666666,80.65325166666666,6,6,1.12
17.46_80.66,17.46301,80.65543,1,1,1.01
17.53_83.0,17.532578571428573,83.00020542857142,35,32,1.7288571428571429
17.58_80.31,17.58287117647059,80.3140832352941,34,32,1.5047058823529411
17.58_80.32,17.582995705128205,80.31715160256411,156,136,1.503076923076923
17.59_80.31,17.585288333333335,80.31459166666667,6,6,1.1866666666666668
17.59_80.32,17.58547375,80.3181475,16,16,0.825625
17.61_83.19,17.61304555555556,83.19149555555556,9,9,2.267777777777778
17.61_83.2,17.608302732426306,83.20255277210885,1764,922,2.191298185941043
17.61_83.21,17.610262679999998,83.20574588000001,250,221,2.00636
17.62_83.19,17.622803010752687,83.19393903225806,93,88,1.3243010752688171
17.62_83.2,17.622740454545454,83.19582606060605,66,65,1.3268181818181817
17.69_83.24,17.693337181818183,83.24205272727272,110,98,2.195818181818182
17.69_83.25,17.692932857142857,83.24577928571429,14,14,2.1864285714285714
17.6_83.18,17.599813924050633,83.18296822784811,79,52,6.263037974683544
17.6_83.19,17.598827719298246,83.18979421052632,57,52,2.5292982456140347
17.6_83.2,17.603747765486727,83.20113033185841,452,386,1.827345132743363
17.6_83.21,17.60362,83.20502,1,1,1.32
17.7_83.24,17.69594,83.24148666666666,18,17,2.433888888888889
17.7_83.25,17.695484,83.246034,5,5,1.996
17.81_78.43,17.80782090909091,78.43217060606061,33,31,0.8496969696969696
17.95_80.76,17.95232469387755,80.7614406122449,49,28,3.1171428571428574
17.95_80.77,17.952356,80.765366,5,4,2.492
17.95_80.8,17.954330833333334,80.7983,24,22,1.8979166666666665
17.96_80.76,17.955620000000003,80.762755,2,2,3.12
17.96_80.78,17.95791375,80.78191000000001,8,8,0.965
17.96_80.8,17.95716681818182,80.800022,330,272,1.9039090909090908
18.54_83.34,18.540766666666666,83.34354666666667,3,2,1.4266666666666667
18.67_79.55,18.670597368421053,79.55374789473683,19,18,2.4968421052631578
18.67_79.56,18.66987375,79.55648775,40,33,2.6005
18.68_73.03,18.682790198675498,73.03230412251655,1208,770,2.3088327814569536
18.68_73.04,18.68246189041096,73.03842185753425,1825,863,2.7592657534246574
18.68_73.05,18.67890418604651,73.04567534883721,43,41,1.6453488372093024
18.69_73.03,18.686238246268655,73.0308606840796,804,635,2.250808457711443
18.69_73.04,18.690360102941174,73.0401790245098,2040,990,2.734014705882353
18.69_73.05,18.688333684210527,73.0503894736842,19,19,1.7121052631578948
18.69_73.84,18.691925,73.840465,2,2,1.0550000000000002
18.72_79.51,18.721073333333333,79.50658166666666,6,6,2.5033333333333334
18.72_79.53,18.72194567346939,79.5342453877551,245,202,2.2124489795918367
18.72_79.54,18.72143563809524,79.53699333333333,1050,646,2.6351809523809524
18.73_79.53,18.72740826923077,79.53334653846153,52,49,2.5896153846153847
18.73_79.54,18.725731780821917,79.53644575342466,73,70,2.0747945205479454
18.74_79.53,18.7369248,79.5315246,50,35,2.7124
18.7_73.04,18.6955825,73.04005416666668,12,11,1.8708333333333333
18.81_74.26,18.805580222222222,74.259456,45,43,1.7706666666666668
18.85_72.93,18.854287454545453,72.92895636363636,55,48,3.547090909090909
18.86_72.92,18.857321219512194,72.92402658536585,41,38,3.278780487804878
18.86_72.93,18.857995264026403,72.92757057755776,606,358,3.3515016501650163
18.8_74.26,18.803386666666665,74.25930623931625,117,103,1.9426495726495725
19.01_72.9,19.013348163265306,72.90337795918367,49,39,2.83265306122449
19.01_72.91,19.012939294117647,72.90747629411764,170,120,2.5580588235294117
19.02_72.89,19.020698857142857,72.89177828571428,35,30,2.9114285714285715
19.02_72.9,19.01590285714286,72.90314500000001,14,13,2.8557142857142854
19.02_72.91,19.015485,72.90740125,24,23,2.754583333333333
19.09_82.16,19.089301666666668,82.16317333333333,6,4,5.114999999999999
19.09_82.17,19.09282338235294,82.16941713235295,136,100,2.7900735294117647
19.11_73.05,19.10625736842105,73.05242736842105,19,19,1.5699999999999998
19.11_82.16,19.105884666666668,82.16364866666666,15,15,1.2593333333333334
19.11_82.17,19.105812647058823,82.16700411764705,34,32,1.6291176470588236
19.1_73.05,19.101781557142857,73.05249482857143,700,515,1.267
19.1_73.06,19.102629285714283,73.05529571428572,14,14,1.1492857142857142
19.1_82.16,19.102524096385544,82.16396590361445,83,73,1.7814457831325303
19.1_82.17,19.100633155680224,82.16778859747545,713,332,2.1275876577840114
19.33_83.43,19.33232333333333,83.42978,3,2,1.0133333333333334
19.71_79.22,19.7063,79.21588,1,1,0.44
19.72_79.17,19.722923076923077,79.17409107692308,130,124,1.2581538461538462
19.72_79.18,19.723047368421053,79.175804,95,93,1.1994736842105262
19.73_79.17,19.725195,79.17443,2,2,1.01
19.73_79.18,19.72548,79.17648,1,1,1.48
19.78_79.15,19.78475255319149,79.14763680851064,47,47,1.3240425531914892
19.79_79.14,19.786393333333333,79.14468666666666,3,3,1.3133333333333335
19.79_79.15,19.786820476190478,79.14767108374384,609,560,1.550032840722496
19.7_79.22,19.704291666666666,79.21711666666667,6,5,0.7933333333333333
19.8_78.86,19.802231818181816,78.86448272727273,11,11,0.6727272727272727
19.8_78.87,19.80213722222222,78.86601,18,17,0.8011111111111111
19.92_79.11,19.921300088495578,79.11318801769912,565,510,1.1954513274336283
19.92_79.12,19.921572741935485,79.11541064516129,62,62,0.9990322580645161
19.93_73.71,19.93422083333333,73.71199333333333,12,11,1.2616666666666667
19.93_79.12,19.930394,79.120136,5,5,1.244
19.94_73.71,19.93678193181818,73.71195113636364,88,79,1.1307954545454546
19.96_79.33,19.962875300429186,79.33357922746781,466,393,1.6843562231759657
19.96_79.34,19.96297722222222,79.33581555555556,234,204,1.7962820512820512
19.97_79.33,19.96560875,79.33324160714287,56,55,1.1928571428571428
19.97_79.34,19.965577777777778,79.33583666666667,18,18,1.6727777777777777
20.12_79.02,20.124393846153847,79.02277923076923,13,13,0.8461538461538461
20.12_79.03,20.118739574468087,79.03309085106383,94,86,1.3301063829787234
20.12_79.04,20.11787,79.03540000000001,5,5,1.152
20.13_79.02,20.128015786163523,79.02292641509435,159,130,1.582389937106918
20.13_79.03,20.128698333333332,79.02568277777777,18,15,2.427777777777778
20.14_79.01,20.136996666666665,79.014185,6,6,1.0883333333333334
20.14_79.02,20.136458,79.01642266666666,15,14,1.218
20.21_72.81,20.2105125,72.81137416666667,12,8,1.4941666666666666
20.24_86.6,20.2427575,86.60288625,80,70,2.6195
20.24_86.61,20.242466285714286,86.60751721428572,280,235,2.493035714285714
20.25_86.6,20.245493,86.60202100000001,10,10,1.7870000000000001
20.25_86.61,20.245208333333334,86.60691000000001,6,5,3.8766666666666665
20.26_86.6,20.257430377358492,86.60110283018868,53,46,2.1437735849056603
20.35_72.95,20.354380000000003,72.94863333333333,3,3,0.7533333333333333
20.36_72.95,20.35607375,72.9491,8,8,0.95875
20.51_85.72,20.514260701754385,85.72414263157896,57,57,0.9940350877192982
20.51_85.73,20.514050731707318,85.72582585365853,41,41,0.9365853658536585
20.52_85.72,20.516873452380953,85.72384345238095,84,79,1.0370238095238096
20.52_85.73,20.515643636363638,85.72569575757575,33,32,1.103939393939394
20.53_85.91,20.53395,85.91479,1,1,0.7
20.54_85.91,20.53529,85.91367,1,1,0.53
20.69_78.63,20.69482,78.63467,1,1,0.94
20.69_78.64,20.694622222222222,78.63840444444445,9,9,1.0222222222222221
20.71_78.62,20.706162372881355,78.62182305084747,59,55,2.340338983050848
20.71_78.63,20.706833333333336,78.62534,3,3,1.5466666666666666
20.76_85.29,20.760910540540543,85.29261785373609,629,434,1.7725755166931638
20.76_85.3,20.760422398753892,85.29731934579439,321,216,2.284454828660436
20.77_85.29,20.76528,85.29489,1,1,5.4
20.78_85.25,20.78332142857143,85.25444,14,14,1.77
20.78_85.26,20.783897279102383,85.2605728050491,713,535,1.789368863955119
20.78_85.27,20.784008153846155,85.26671707692309,130,123,1.6024615384615384
20.79_85.25,20.793100533491405,85.25296131001778,1687,1058,4.234576170717249
20.79_85.26,20.788911577522004,85.26001789776574,2954,1148,2.810883547731889
20.79_85.27,20.78727158061117,85.2667633719705,949,746,1.8349420442571127
20.7_78.62,20.703160952380955,78.62156166666666,168,144,1.8164880952380953
20.7_78.63,20.6980975,78.632805,12,12,1.5158333333333334
20.7_78.64,20.696638947368424,78.63700457894737,190,181,1.4033684210526316
20.81_85.25,20.807222033898306,85.25436809322034,236,210,2.0590254237288135
20.81_85.26,20.807145708029196,85.25718981751824,1370,962,2.382167883211679
20.82_86.96,20.822255454545456,86.96281454545455,22,19,2.4354545454545455
20.82_86.97,20.820187999999998,86.966049,10,9,2.411
20.83_70.69,20.834137633928574,70.69281214285715,224,208,1.2124107142857141
20.83_70.7,20.834231304347828,70.6954508695652,23,22,1.3143478260869565
20.83_86.96,20.830269666666666,86.96209233333335,30,23,3.699666666666667
20.83_86.97,20.831163333333333,86.96562,3,3,5.6066666666666665
20.84_70.69,20.83596095959596,70.69302909090909,198,181,1.2352020202020202
20.84_70.7,20.83590825,70.69550525,40,40,1.033
20.84_86.96,20.83579,86.962875,2,2,2.505
20.86_79.24,20.86421,79.2435525,4,4,0.9450000000000001
20.86_79.28,20.8573,79.2847,1,1,2.05
20.86_79.29,20.858947540983607,79.28838524590164,122,109,1.151639344262295
20.86_84.99,20.863917826086958,84.99256695652173,506,440,1.8690711462450593
20.86_85.0,20.864010960451978,84.99636830508474,177,169,1.8385310734463278
20.87_70.56,20.868345,70.564715,4,4,0.8049999999999999
20.87_70.57,20.868234827586207,70.56585862068965,29,29,0.856896551724138
20.87_71.4,20.868606923076925,71.39726358974359,39,39,0.9356410256410257
20.87_79.24,20.86507,79.24314,1,1,1.17
20.87_84.99,20.867515806709264,84.99184985623003,1252,764,2.1532667731629394
20.87_85.0,20.868011945945945,84.9962592972973,370,303,2.987378378378378
20.88_84.98,20.88382094117647,84.98203454117646,425,351,2.083458823529412
20.88_84.99,20.87806769230769,84.98888923076923,13,13,1.3853846153846154
20.89_84.97,20.89087,84.97482,1,1,1.87
20.89_84.98,20.887790605794557,84.98140698858649,1139,674,2.371589113257243
20.89_84.99,20.886808695652174,84.98704869565218,23,21,2.342173913043478
20.8_85.25,20.79644679337232,85.2529788791423,1026,750,3.799678362573099
20.8_85.26,20.799467219787104,85.25761394489669,1597,882,2.534815278647464
20.91_71.46,20.910187796762592,71.45935697841726,1112,889,1.4113938848920864
20.92_86.04,20.923224166666667,86.042855,72,70,0.92125
20.93_86.04,20.92546,86.04226,2,2,0.505
20.94_85.0,20.944364999999998,85.00452,2,2,1.9100000000000001
20.94_85.01,20.943999,85.009077,10,10,2.181
20.94_86.05,20.9431045814978,86.0541955506608,227,218,1.694669603524229
20.94_86.06,20.942130898321818,86.05846310957551,1013,667,1.6727344521224088
20.95_85.0,20.951843,85.004357,10,9,1.723
20.95_85.01,20.952011099744244,85.009585370844,391,265,2.101790281329923
20.95_85.02,20.954297857142855,85.01540071428572,14,14,1.4371428571428573
20.95_85.14,20.95474,85.14452,1,1,0.61
20.95_85.15,20.95468333333333,85.14675666666666,3,3,1.5466666666666666
20.95_86.04,20.951421818181817,86.04451454545455,11,10,2.331818181818182
20.95_86.05,20.95114055586437,86.04862914952751,1799,996,2.6404891606448024
20.95_86.06,20.945520425531917,86.05628595744682,47,45,1.6893617021276597
20.96_85.0,20.95627,85.00469749999999,4,4,0.9775
20.96_85.01,20.956699221789883,85.0107792996109,257,214,1.8099610894941636
20.96_85.02,20.958244821428572,85.01598160714286,56,47,1.9326785714285715
20.96_85.12,20.9606425,85.1247,4,4,1.3125
20.96_85.13,20.96158793103448,85.12729448275861,29,28,1.976896551724138
20.96_85.14,20.957867053571427,85.14358455357142,224,216,1.133392857142857
20.96_85.15,20.96165820866142,85.15172192913387,508,390,2.263129921259843
20.96_85.16,20.962146445652174,85.158681,920,591,2.526869565217391
20.96_85.17,20.96246826621339,85.17126134675732,3824,1223,3.00696129707113
20.96_85.18,20.961779187311176,85.17923500906345,3310,1001,2.991812688821752
20.96_85.19,20.962164126637553,85.18817073508006,1374,768,2.3190829694323143
20.96_85.2,20.96288,85.19575,1,1,3.89
20.96_86.0,20.963194836601307,86.00420437908497,153,141,2.024640522875817
20.96_86.01,20.96322783082077,86.00884783919598,1194,684,3.6568425460636518
20.96_86.02,20.963852727272727,86.01615318181818,22,21,4.62
20.96_86.05,20.96334611872146,86.05045771689498,219,190,1.5511872146118721
20.97_85.02,20.968991000000003,85.0208528,50,38,1.8658
20.97_85.03,20.96969358974359,85.02656076923077,39,37,1.24
20.97_85.12,20.97298347826087,85.12386782608696,23,21,1.2917391304347827
20.97_85.13,20.9725924537037,85.1326562962963,216,195,1.7947222222222223
20.97_85.14,20.972540457142856,85.13815137142858,350,277,1.937142857142857
20.97_85.15,20.96819745192308,85.1520173076923,624,468,2.066346153846154
20.97_85.16,20.96761224111283,85.16003525502319,647,438,1.9508037094281299
20.97_85.17,20.96923514508329,85.17038835572274,3722,1192,2.637635679742074
20.97_85.18,20.96871159090909,85.17719688087774,1276,737,2.883847962382445
20.97_85.19,20.96557,85.18951019047618,105,98,1.7763809523809524
20.97_86.0,20.971346064572426,86.00302264397907,1146,771,1.9744328097731239
20.97_86.01,20.968221694537345,86.0109593199554,1794,908,3.277931995540691
20.97_86.02,20.96843501305483,86.01666347258485,383,318,2.7531853785900786
20.97_86.05,20.96563975609756,86.05002170731707,41,38,1.2226829268292683
20.98_85.12,20.98324,85.12495,1,1,2.07
20.98_85.13,20.978682677484787,85.13191710953346,986,560,2.251997971602434
20.98_85.14,20.9782194044665,85.13830107526883,1209,660,2.2445492142266334
20.98_85.15,20.977945385416668,85.1470498125,960,707,1.8582708333333333
20.98_85.16,20.976168095238094,85.16453666666666,21,21,1.697142857142857
20.98_85.17,20.97621192037471,85.16887761124121,427,355,2.1866276346604216
20.98_85.18,20.97549,85.175225,2,2,1.085
20.98_86.0,20.975881940298507,86.00437597014925,67,65,1.3902985074626866
20.98_86.01,20.97584282722513,86.00634000000001,191,181,1.6884293193717277
20.99_85.13,20.986061222222222,85.1287588888889,90,75,1.4341111111111111
20.99_85.14,20.985226666666666,85.13709999999999,6,6,2.1616666666666666
20.99_86.01,20.99451,86.01335407407407,27,27,2.525925925925926
20.99_86.02,20.994381666666666,86.0159,6,6,2.235
21.06_85.03,21.06493,85.03486,1,1,1.61
21.06_85.04,21.06482,85.03864,1,1,1.03
21.07_85.03,21.07200948979592,85.03423857142856,98,87,1.9096938775510204
21.07_85.04,21.072926771653545,85.04066030371203,889,630,1.9440494938132733
21.07_85.05,21.07429527777778,85.0454113888889,36,36,2.3255555555555554
21.08_85.03,21.07870249435666,85.03338021444695,886,642,2.2576523702031603
21.08_85.04,21.078153528230867,85.03971003011291,3985,1172,2.8142132998745293
21.08_85.05,21.07690278409091,85.04547085227273,176,159,3.2329545454545454
21.09_72.65,21.09233770642202,72.65285036697247,109,82,3.5048623853211005
21.09_72.66,21.0912,72.65593,1,1,3.34
21.0_86.01,20.997927999999998,86.01260752173914,230,166,2.554304347826087
21.0_86.02,20.9980312,86.0184236,100,81,2.8397
21.0_86.03,21.000489125,86.026343,80,70,1.2581250000000002
21.11_72.63,21.10853727482679,72.63174076597383,2598,989,4.6366551193225565
21.11_72.64,21.108200310928215,72.6402266438043,2187,1088,4.2552903520804755
21.11_72.65,21.106924621276594,72.64705070638298,2350,1288,6.926506382978724
21.15_72.73,21.153014499999998,72.73376316666666,60,57,1.9623333333333333
21.15_72.74,21.152937495183046,72.73818857418112,519,350,2.2471868978805394
21.16_72.73,21.15598303030303,72.73360424242424,33,31,2.166969696969697
21.16_72.74,21.155742147239263,72.73811386503068,163,126,2.208834355828221
21.18_81.37,21.17941,81.3745,1,1,1.18
21.18_81.38,21.181837282608697,81.38164992753623,276,241,1.6880072463768117
21.18_81.39,21.178654555555553,81.38712466666667,90,86,2.523888888888889
21.19_81.2,21.190139659090907,81.19895727272727,88,87,0.9651136363636365
21.19_81.21,21.188818333333334,81.20992833333334,6,6,0.7483333333333334
21.19_81.38,21.18528125,81.382075,8,8,1.08875
