cluster,lat,lon,n_cells,detections,max_days,mean_frp,extent_km,cluster_days
359,27.034689999999998,69.71419777777777,3,9,4,0.6769444444444445,0.5,8
360,27.031183396226417,94.8904554716981,1,53,46,1.4175471698113207,0.7,46
361,27.080235357142858,73.81743571428572,1,84,80,0.9103571428571429,0.6,80
362,27.26550140827922,95.12457358089827,4,51,32,0.6714015151515151,0.7,45
363,27.260805,95.14867,1,2,2,0.515,0.2,2
364,27.31914610629977,95.26958894274246,6,541,274,1.0964603112642606,2.4,350
365,27.340273333333336,95.48133666666666,1,9,9,0.6233333333333333,0.4,9
366,27.368547071369974,94.895206804758,2,76,46,2.4725758818703856,0.9,62
367,27.375913065292096,95.08654734364261,3,298,253,0.7605578465063001,0.8,257
368,27.394068846153846,95.43501211538462,4,28,13,0.6592307692307692,0.7,25
