site,lat,lon,cluster,days_detected
20.84_70.69,20.83596095959596,70.69302909090909,93,181
20.84_70.7,20.83590825,70.69550525,93,40
20.84_86.96,20.83579,86.962875,92,2
20.86_79.24,20.86421,79.2435525,94,4
20.86_79.28,20.8573,79.2847,95,1
20.86_79.29,20.858947540983607,79.28838524590164,95,109
20.86_84.99,20.863917826086958,84.99256695652173,96,440
20.86_85.0,20.864010960451978,84.99636830508474,96,169
20.87_70.56,20.868345,70.564715,97,4
20.87_70.57,20.868234827586207,70.56585862068965,97,29
20.87_71.4,20.868606923076925,71.39726358974359,98,39
20.87_79.24,20.86507,79.24314,94,1
20.87_84.99,20.867515806709264,84.99184985623003,96,764
20.87_85.0,20.868011945945945,84.9962592972973,96,303
20.88_84.98,20.88382094117647,84.98203454117646,96,351
20.88_84.99,20.87806769230769,84.98888923076923,96,13
20.89_84.97,20.89087,84.97482,96,1
20.89_84.98,20.887790605794557,84.98140698858649,96,674
20.89_84.99,20.886808695652174,84.98704869565218,96,21
20.8_85.25,20.79644679337232,85.2529788791423,91,750
20.8_85.26,20.799467219787104,85.25761394489669,91,882
20.91_71.46,20.910187796762592,71.45935697841726,99,889
20.92_86.04,20.923224166666667,86.042855,100,70
20.93_86.04,20.92546,86.04226,100,2
20.94_85.0,20.944364999999998,85.00452,101,2
20.94_85.01,20.943999,85.009077,101,10
20.94_86.05,20.9431045814978,86.0541955506608,102,218
20.94_86.06,20.942130898321818,86.05846310957551,102,667
20.95_85.0,20.951843,85.004357,101,9
20.95_85.01,20.952011099744244,85.009585370844,101,265
20.95_85.02,20.954297857142855,85.01540071428572,101,14
20.95_85.14,20.95474,85.14452,103,1
20.95_85.15,20.95468333333333,85.14675666666666,103,3
20.95_86.04,20.951421818181817,86.04451454545455,102,10
20.95_86.05,20.95114055586437,86.04862914952751,102,996
20.95_86.06,20.945520425531917,86.05628595744682,102,45
20.96_85.0,20.95627,85.00469749999999,101,4
20.96_85.01,20.956699221789883,85.0107792996109,101,214
20.96_85.02,20.958244821428572,85.01598160714286,101,47
20.96_85.12,20.9606425,85.1247,103,4
20.96_85.13,20.96158793103448,85.12729448275861,103,28
20.96_85.14,20.957867053571427,85.14358455357142,103,216
20.96_85.15,20.96165820866142,85.15172192913387,103,390
20.96_85.16,20.962146445652174,85.158681,103,591
20.96_85.17,20.96246826621339,85.17126134675732,103,1223
20.96_85.18,20.961779187311176,85.17923500906345,103,1001
20.96_85.19,20.962164126637553,85.18817073508006,103,768
20.96_85.2,20.96288,85.19575,103,1
20.96_86.0,20.963194836601307,86.00420437908497,104,141
20.96_86.01,20.96322783082077,86.00884783919598,104,684
20.96_86.02,20.963852727272727,86.01615318181818,104,21
20.96_86.05,20.96334611872146,86.05045771689498,102,190
20.97_85.02,20.968991000000003,85.0208528,101,38
20.97_85.03,20.96969358974359,85.02656076923077,101,37
20.97_85.12,20.97298347826087,85.12386782608696,103,21
20.97_85.13,20.9725924537037,85.1326562962963,103,195
20.97_85.14,20.972540457142856,85.13815137142858,103,277
20.97_85.15,20.96819745192308,85.1520173076923,103,468
20.97_85.16,20.96761224111283,85.16003525502319,103,438
